0.002239549,0.001481481,0.001401595,4.83E-05,0.25,0.058823529,0.25,0.000677507,0.008775137,0,0.058823529,0.00100025,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002109989,0,0.003873824,0.035003978,0
0.001534506,0.007407407,0.001873041,0.0003505,0.25,0.058823529,0.25,0,0.051736746,0,0.058823529,0.000750188,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000628507,0,0.012728279,0.059665871,0
0.001119774,0.007407407,0.000815474,0.000217552,0.125,0.039215686,0.125,0,0.007129799,0.009230769,0.039215686,0.000625156,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000852974,0,0.004427227,0.027844073,0
0.000995355,0.007407407,0.000802732,0.00025381,0.25,0.058823529,0.25,0.000677507,0.006398537,0.004615385,0.058823529,0.000500125,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000718294,0,0.004427227,0.042959427,0
0.000787989,0.005925926,0.0010066,0.000157121,0.25,0.039215686,0.25,0,0.002925046,0,0.039215686,0.000375094,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000628507,0,0.002767017,0.050119332,0
0.001119774,0.004444444,0.001592722,6.04E-05,0.125,0.029411765,0.125,0.003387534,0.031261426,0,0.029411765,0.000500125,0.166666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000718294,0,0.006087438,0.059665871,0
0.001368613,0.005925926,0.001134018,8.46E-05,0.375,0.078431373,0.375,0.00203252,0.013711152,0,0.078431373,0.000625156,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001481481,0,0,0.044550517,0
0.001119774,0.007407407,0.000445962,0.000241724,0.375,0.098039216,0.25,0.002710027,0.002559415,0.004615385,0.098039216,0.000625156,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.001212121,0,0,0.019888624,0
0.000995355,0.005925926,0.000471446,0.000169207,0.125,0.029411765,0.125,0,0.002559415,0.003076923,0.029411765,0.000500125,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000897868,0,0.002213614,0.017501989,0
0.000456204,0.004444444,0.000165643,0.000120862,0.125,0.029411765,0.125,0,0.001462523,0,0.029411765,0.000250063,0.166666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00040404,0,0.001106807,0.007955449,0
